"total_count","gender","district","municipality","ward","beneficiary_type","vulnerable","benef_from","dcode"
"1","Male","Chitwan","Ratnanagar   Municipality","13","RCB","Y","SURVEY_RCB","35"
"2","Male","Chitwan","Ratnanagar   Municipality","13","RTB","N","SURVEY_RTB","35"
"53","Male","Chitwan","Ratnanagar   Municipality","14","RCB","N","SURVEY_RCB","35"
"2","Male","Chitwan","Ratnanagar   Municipality","14","RCB","Y","SURVEY_RCB","35"
"65","Male","Chitwan","Ratnanagar   Municipality","15","RCB","N","SURVEY_RCB","35"
"1","Male","Chitwan","Ratnanagar   Municipality","15","RCB","Y","SURVEY_RCB","35"
"1","Male","Chitwan","Ratnanagar   Municipality","16","RCB","N","GRIEVANCE_RCB_II","35"
"55","Male","Chitwan","Ratnanagar   Municipality","16","RCB","N","SURVEY_RCB","35"
"1","Male","Chitwan","Ratnanagar   Municipality","16","RCB","Y","SURVEY_RCB","35"
"1","Male","Dhading","Benighat Rorang Rural Municipality","1","RCB","N","GRIEVANCE_PHASE_I","30"
"14","Male","Dhading","Benighat Rorang Rural Municipality","1","RCB","N","RS_RV_RCB","30"
"330","Male","Dhading","Benighat Rorang Rural Municipality","1","RCB","N","SURVEY_RCB","30"
"2","Male","Dhading","Benighat Rorang Rural Municipality","1","RCB","Y","SURVEY_RCB","30"
"10","Male","Dhading","Benighat Rorang Rural Municipality","1","RTB","N","RS_RV_RTB","30"
"18","Male","Dhading","Benighat Rorang Rural Municipality","1","RTB","N","SURVEY_RTB","30"
"9","Male","Dhading","Benighat Rorang Rural Municipality","2","RCB","N","GRIEVANCE_PHASE_I","30"
"26","Male","Dhading","Benighat Rorang Rural Municipality","2","RCB","N","RS_RV_RCB","30"
"521","Male","Dhading","Benighat Rorang Rural Municipality","2","RCB","N","SURVEY_RCB","30"
"7","Male","Dhading","Benighat Rorang Rural Municipality","2","RCB","Y","SURVEY_RCB","30"
"8","Male","Dhading","Benighat Rorang Rural Municipality","2","RTB","N","RS_RV_RTB","30"
"36","Male","Dhading","Benighat Rorang Rural Municipality","2","RTB","N","SURVEY_RTB","30"
"1","Male","Dhading","Benighat Rorang Rural Municipality","3","RCB","N","GRIEVANCE_PHASE_I","30"
"46","Male","Dhading","Benighat Rorang Rural Municipality","3","RCB","N","RS_RV_RCB","30"
"373","Male","Dhading","Benighat Rorang Rural Municipality","3","RCB","N","SURVEY_RCB","30"
"5","Male","Dhading","Benighat Rorang Rural Municipality","3","RCB","Y","SURVEY_RCB","30"
"19","Male","Dhading","Benighat Rorang Rural Municipality","3","RTB","N","RS_RV_RTB","30"
"17","Male","Dhading","Benighat Rorang Rural Municipality","3","RTB","N","SURVEY_RTB","30"
"2","Male","Dhading","Benighat Rorang Rural Municipality","4","RCB","N","GRIEVANCE_PHASE_I","30"
"36","Male","Dhading","Benighat Rorang Rural Municipality","4","RCB","N","RS_RV_RCB","30"
"471","Male","Dhading","Benighat Rorang Rural Municipality","4","RCB","N","SURVEY_RCB","30"
"7","Male","Dhading","Benighat Rorang Rural Municipality","4","RCB","Y","SURVEY_RCB","30"
"11","Male","Dhading","Benighat Rorang Rural Municipality","4","RTB","N","RS_RV_RTB","30"
"9","Male","Dhading","Benighat Rorang Rural Municipality","4","RTB","N","SURVEY_RTB","30"
"6","Male","Dhading","Benighat Rorang Rural Municipality","5","RCB","N","GRIEVANCE_PHASE_I","30"
"33","Male","Dhading","Benighat Rorang Rural Municipality","5","RCB","N","RS_RV_RCB","30"
"382","Male","Dhading","Benighat Rorang Rural Municipality","5","RCB","N","SURVEY_RCB","30"
"5","Male","Dhading","Benighat Rorang Rural Municipality","5","RCB","Y","SURVEY_RCB","30"
"10","Male","Dhading","Benighat Rorang Rural Municipality","5","RTB","N","RS_RV_RTB","30"
"22","Male","Dhading","Benighat Rorang Rural Municipality","5","RTB","N","SURVEY_RTB","30"
"6","Male","Dhading","Benighat Rorang Rural Municipality","6","RCB","N","GRIEVANCE_PHASE_I","30"
"10","Male","Dhading","Benighat Rorang Rural Municipality","6","RCB","N","RS_RV_RCB","30"
"309","Male","Dhading","Benighat Rorang Rural Municipality","6","RCB","N","SURVEY_RCB","30"
"7","Male","Dhading","Benighat Rorang Rural Municipality","6","RCB","Y","SURVEY_RCB","30"
"63","Male","Dhading","Benighat Rorang Rural Municipality","6","RTB","N","RS_RV_RTB","30"
"12","Male","Dhading","Benighat Rorang Rural Municipality","6","RTB","N","SURVEY_RTB","30"
"2","Male","Dhading","Benighat Rorang Rural Municipality","7","GRB","N","RS_RV_RCB","30"
"4","Male","Dhading","Benighat Rorang Rural Municipality","7","RCB","N","GRIEVANCE_PHASE_I","30"
"11","Male","Dhading","Benighat Rorang Rural Municipality","7","RCB","N","RS_RV_RCB","30"
"213","Male","Dhading","Benighat Rorang Rural Municipality","7","RCB","N","SURVEY_RCB","30"
"1","Male","Dhading","Benighat Rorang Rural Municipality","7","RCB","Y","SURVEY_RCB","30"
"52","Male","Dhading","Benighat Rorang Rural Municipality","7","RTB","N","RS_RV_RTB","30"
"4","Male","Dhading","Benighat Rorang Rural Municipality","7","RTB","N","SURVEY_RTB","30"
"1","Male","Dhading","Benighat Rorang Rural Municipality","8","RCB","N","GRIEVANCE_PHASE_I","30"
"2","Male","Dhading","Benighat Rorang Rural Municipality","8","RCB","N","MANUAL","30"
"13","Male","Dhading","Benighat Rorang Rural Municipality","8","RCB","N","RS_RV_RCB","30"
"236","Male","Dhading","Benighat Rorang Rural Municipality","8","RCB","N","SURVEY_RCB","30"
"3","Male","Dhading","Benighat Rorang Rural Municipality","8","RCB","Y","SURVEY_RCB","30"
"26","Male","Dhading","Benighat Rorang Rural Municipality","8","RTB","N","RS_RV_RTB","30"
"93","Male","Dhading","Benighat Rorang Rural Municipality","8","RTB","N","SURVEY_RTB","30"
"1","Male","Dhading","Benighat Rorang Rural Municipality","9","GRB","N","RS_RV_RCB","30"
"11","Male","Dhading","Benighat Rorang Rural Municipality","9","RCB","N","GRIEVANCE_PHASE_I","30"
"4","Male","Dhading","Benighat Rorang Rural Municipality","9","RCB","N","RS_RV_RCB","30"
"407","Male","Dhading","Benighat Rorang Rural Municipality","9","RCB","N","SURVEY_RCB","30"
"11","Male","Dhading","Benighat Rorang Rural Municipality","9","RCB","Y","SURVEY_RCB","30"
"22","Male","Dhading","Benighat Rorang Rural Municipality","9","RTB","N","RS_RV_RTB","30"
"5","Male","Dhading","Benighat Rorang Rural Municipality","9","RTB","N","SURVEY_RTB","30"
"19","Male","Dhading","Benighat Rorang Rural Municipality","10","RCB","N","GRIEVANCE_PHASE_I","30"
"10","Male","Dhading","Benighat Rorang Rural Municipality","10","RCB","N","RS_RV_RCB","30"
"529","Male","Dhading","Benighat Rorang Rural Municipality","10","RCB","N","SURVEY_RCB","30"
"7","Male","Dhading","Benighat Rorang Rural Municipality","10","RCB","Y","SURVEY_RCB","30"
"34","Male","Dhading","Benighat Rorang Rural Municipality","10","RTB","N","RS_RV_RTB","30"
"44","Male","Dhading","Benighat Rorang Rural Municipality","10","RTB","N","SURVEY_RTB","30"
"43","Male","Dhading","Dhunibesi  Municipality","1","RCB","N","GRIEVANCE_PHASE_I","30"
"3","Male","Dhading","Dhunibesi  Municipality","1","RCB","N","GRIEVANCE_RCB_II","30"
"81","Male","Dhading","Dhunibesi  Municipality","1","RCB","N","RS_RV_RCB","30"
"769","Male","Dhading","Dhunibesi  Municipality","1","RCB","N","SURVEY_RCB","30"
"8","Male","Dhading","Dhunibesi  Municipality","1","RCB","Y","SURVEY_RCB","30"
"1","Male","Dhading","Dhunibesi  Municipality","1","RTB","N","GRIEVANCE_RTB_II","30"
"25","Male","Dhading","Dhunibesi  Municipality","1","RTB","N","RS_RV_RTB","30"
"7","Male","Dhading","Dhunibesi  Municipality","1","RTB","N","SURVEY_RTB","30"
"86","Male","Dhading","Dhunibesi  Municipality","2","RCB","N","GRIEVANCE_PHASE_I","30"
"1","Male","Dhading","Dhunibesi  Municipality","2","RCB","N","GRIEVANCE_RCB_II","30"
"42","Male","Dhading","Dhunibesi  Municipality","2","RCB","N","RS_RV_RCB","30"
"907","Male","Dhading","Dhunibesi  Municipality","2","RCB","N","SURVEY_RCB","30"
"7","Male","Dhading","Dhunibesi  Municipality","2","RCB","Y","SURVEY_RCB","30"
"9","Male","Dhading","Dhunibesi  Municipality","2","RTB","N","RS_RV_RTB","30"
"1","Male","Dhading","Dhunibesi  Municipality","2","RTB","N","SURVEY_RTB","30"
"11","Male","Dhading","Dhunibesi  Municipality","3","RCB","N","GRIEVANCE_PHASE_I","30"
"5","Male","Dhading","Dhunibesi  Municipality","3","RCB","N","GRIEVANCE_RCB_II","30"
"2","Male","Dhading","Dhunibesi  Municipality","3","RCB","N","RS_RV_RCB","30"
"1","Male","Dhading","Dhunibesi  Municipality","3","RCB","N","RS_RV_RTB","30"
"660","Male","Dhading","Dhunibesi  Municipality","3","RCB","N","SURVEY_RCB","30"
"5","Male","Dhading","Dhunibesi  Municipality","3","RCB","Y","SURVEY_RCB","30"
"1","Male","Dhading","Dhunibesi  Municipality","3","RTB","N","GRIEVANCE_RTB_II","30"
"1","Male","Dhading","Dhunibesi  Municipality","3","RTB","N","SURVEY_RTB","30"
"2","Male","Dhading","Dhunibesi  Municipality","4","RCB","N","GRIEVANCE_PHASE_I","30"
"1","Male","Dhading","Dhunibesi  Municipality","4","RCB","N","GRIEVANCE_RCB_II","30"
"5","Male","Dhading","Dhunibesi  Municipality","4","RCB","N","RS_RV_RCB","30"
"545","Male","Dhading","Dhunibesi  Municipality","4","RCB","N","SURVEY_RCB","30"
"5","Male","Dhading","Dhunibesi  Municipality","4","RCB","Y","SURVEY_RCB","30"
"2","Male","Dhading","Dhunibesi  Municipality","4","RTB","N","SURVEY_RTB","30"
"21","Male","Dhading","Dhunibesi  Municipality","5","RCB","N","GRIEVANCE_PHASE_I","30"
"15","Male","Dhading","Dhunibesi  Municipality","5","RCB","N","GRIEVANCE_RCB_II","30"
"1","Male","Dhading","Dhunibesi  Municipality","5","RCB","N","RS_RV_RCB","30"
"618","Male","Dhading","Dhunibesi  Municipality","5","RCB","N","SURVEY_RCB","30"
"8","Male","Dhading","Dhunibesi  Municipality","5","RCB","Y","SURVEY_RCB","30"
"2","Male","Dhading","Dhunibesi  Municipality","5","RTB","N","RS_RV_RTB","30"
"4","Male","Dhading","Dhunibesi  Municipality","5","RTB","N","SURVEY_RTB","30"
"16","Male","Dhading","Dhunibesi  Municipality","6","RCB","N","GRIEVANCE_PHASE_I","30"
"16","Male","Dhading","Dhunibesi  Municipality","6","RCB","N","RS_RV_RCB","30"
"338","Male","Dhading","Dhunibesi  Municipality","6","RCB","N","SURVEY_RCB","30"
"8","Male","Dhading","Dhunibesi  Municipality","6","RCB","Y","SURVEY_RCB","30"
"6","Male","Dhading","Dhunibesi  Municipality","6","RTB","N","RS_RV_RTB","30"
"2","Male","Dhading","Dhunibesi  Municipality","6","RTB","N","SURVEY_RTB","30"
"22","Male","Dhading","Dhunibesi  Municipality","7","RCB","N","GRIEVANCE_PHASE_I","30"
"1","Male","Dhading","Dhunibesi  Municipality","7","RCB","N","GRIEVANCE_RCB_II","30"
"27","Male","Dhading","Dhunibesi  Municipality","7","RCB","N","RS_RV_RCB","30"
"628","Male","Dhading","Dhunibesi  Municipality","7","RCB","N","SURVEY_RCB","30"
"10","Male","Dhading","Dhunibesi  Municipality","7","RCB","Y","SURVEY_RCB","30"
"13","Male","Dhading","Dhunibesi  Municipality","7","RTB","N","RS_RV_RTB","30"
"30","Male","Dhading","Dhunibesi  Municipality","8","RCB","N","GRIEVANCE_PHASE_I","30"
"6","Male","Dhading","Dhunibesi  Municipality","8","RCB","N","GRIEVANCE_RCB_II","30"
"31","Male","Dhading","Dhunibesi  Municipality","8","RCB","N","RS_RV_RCB","30"
"479","Male","Dhading","Dhunibesi  Municipality","8","RCB","N","SURVEY_RCB","30"
"5","Male","Dhading","Dhunibesi  Municipality","8","RCB","Y","SURVEY_RCB","30"
"5","Male","Dhading","Dhunibesi  Municipality","8","RTB","N","RS_RV_RTB","30"
"4","Male","Dhading","Dhunibesi  Municipality","8","RTB","N","SURVEY_RTB","30"
"47","Male","Dhading","Dhunibesi  Municipality","9","RCB","N","GRIEVANCE_PHASE_I","30"
"5","Male","Dhading","Dhunibesi  Municipality","9","RCB","N","GRIEVANCE_RCB_II","30"
"1","Male","Dhading","Dhunibesi  Municipality","9","RCB","N","MANUAL","30"
"21","Male","Dhading","Dhunibesi  Municipality","9","RCB","N","RS_RV_RCB","30"
"646","Male","Dhading","Dhunibesi  Municipality","9","RCB","N","SURVEY_RCB","30"
"11","Male","Dhading","Dhunibesi  Municipality","9","RCB","Y","SURVEY_RCB","30"
"1","Male","Dhading","Dhunibesi  Municipality","9","RTB","N","GRIEVANCE_RTB_II","30"
"10","Male","Dhading","Dhunibesi  Municipality","9","RTB","N","RS_RV_RTB","30"
"1","Male","Dhading","Dhunibesi  Municipality","9","RTB","N","SURVEY_RTB","30"
"1","Male","Dhading","Dhunibesi Urban Municipality","3","RCB","N","MANUAL","30"
"1","Male","Dhading","Dhunibesi Urban Municipality","3","RTB","N","MANUAL","30"
"1","Male","Dhading","Dhunibesi Urban Municipality","4","RTB","N","MANUAL","30"
"1","Male","Dhading","Dhunibesi Urban Municipality","8","RCB","N","MANUAL","30"
"38","Male","Dhading","Galchi Rural Municipality","1","RCB","N","GRIEVANCE_PHASE_I","30"
"3","Male","Dhading","Galchi Rural Municipality","1","RCB","N","GRIEVANCE_RCB_II","30"
"1","Male","Dhading","Galchi Rural Municipality","1","RCB","N","MANUAL","30"
"44","Male","Dhading","Galchi Rural Municipality","1","RCB","N","RS_RV_RCB","30"
"621","Male","Dhading","Galchi Rural Municipality","1","RCB","N","SURVEY_RCB","30"
"13","Male","Dhading","Galchi Rural Municipality","1","RCB","Y","SURVEY_RCB","30"
"21","Male","Dhading","Galchi Rural Municipality","1","RTB","N","RS_RV_RTB","30"
"1","Male","Dhading","Galchi Rural Municipality","1","RTB","N","SURVEY_RTB","30"
"20","Male","Dhading","Galchi Rural Municipality","2","RCB","N","GRIEVANCE_PHASE_I","30"
"46","Male","Dhading","Galchi Rural Municipality","2","RCB","N","RS_RV_RCB","30"
"709","Male","Dhading","Galchi Rural Municipality","2","RCB","N","SURVEY_RCB","30"
"17","Male","Dhading","Galchi Rural Municipality","2","RCB","Y","SURVEY_RCB","30"
"1","Male","Dhading","Galchi Rural Municipality","2","RTB","N","MANUAL","30"
"2","Male","Dhading","Galchi Rural Municipality","2","RTB","N","RS_RV_RTB","30"
"14","Male","Dhading","Galchi Rural Municipality","2","RTB","N","SURVEY_RTB","30"
"13","Male","Dhading","Galchi Rural Municipality","3","RCB","N","GRIEVANCE_PHASE_I","30"
"1","Male","Dhading","Galchi Rural Municipality","3","RCB","N","GRIEVANCE_RCB_II","30"
"53","Male","Dhading","Galchi Rural Municipality","3","RCB","N","RS_RV_RCB","30"
"393","Male","Dhading","Galchi Rural Municipality","3","RCB","N","SURVEY_RCB","30"
"11","Male","Dhading","Galchi Rural Municipality","3","RCB","Y","SURVEY_RCB","30"
"1","Male","Dhading","Galchi Rural Municipality","3","RTB","N","SURVEY_RTB","30"
"24","Male","Dhading","Galchi Rural Municipality","4","RCB","N","GRIEVANCE_PHASE_I","30"
"1","Male","Dhading","Galchi Rural Municipality","4","RCB","N","GRIEVANCE_RCB_II","30"
"4","Male","Dhading","Galchi Rural Municipality","4","RCB","N","MANUAL","30"
"61","Male","Dhading","Galchi Rural Municipality","4","RCB","N","RS_RV_RCB","30"
"475","Male","Dhading","Galchi Rural Municipality","4","RCB","N","SURVEY_RCB","30"
"6","Male","Dhading","Galchi Rural Municipality","4","RCB","Y","SURVEY_RCB","30"
"6","Male","Dhading","Galchi Rural Municipality","4","RTB","N","GRIEVANCE_RTB_II","30"
"37","Male","Dhading","Galchi Rural Municipality","4","RTB","N","RS_RV_RTB","30"
"1","Male","Dhading","Galchi Rural Municipality","4","RTB","N","SURVEY_RTB","30"
"8","Male","Dhading","Galchi Rural Municipality","5","RCB","N","GRIEVANCE_PHASE_I","30"
"2","Male","Dhading","Galchi Rural Municipality","5","RCB","N","GRIEVANCE_RCB_II","30"
"4","Male","Dhading","Galchi Rural Municipality","5","RCB","N","MANUAL","30"
"37","Male","Dhading","Galchi Rural Municipality","5","RCB","N","RS_RV_RCB","30"
"673","Male","Dhading","Galchi Rural Municipality","5","RCB","N","SURVEY_RCB","30"
"18","Male","Dhading","Galchi Rural Municipality","5","RCB","Y","SURVEY_RCB","30"
"1","Male","Dhading","Galchi Rural Municipality","5","RTB","N","GRIEVANCE_RTB_II","30"
"7","Male","Dhading","Galchi Rural Municipality","5","RTB","N","RS_RV_RTB","30"
"3","Male","Dhading","Galchi Rural Municipality","5","RTB","N","SURVEY_RTB","30"
"5","Male","Dhading","Galchi Rural Municipality","6","RCB","N","GRIEVANCE_PHASE_I","30"
"3","Male","Dhading","Galchi Rural Municipality","6","RCB","N","MANUAL","30"
"80","Male","Dhading","Galchi Rural Municipality","6","RCB","N","RS_RV_RCB","30"
"246","Male","Dhading","Galchi Rural Municipality","6","RCB","N","SURVEY_RCB","30"
"1","Male","Dhading","Galchi Rural Municipality","6","RCB","Y","SURVEY_RCB","30"
"51","Male","Dhading","Galchi Rural Municipality","6","RTB","N","RS_RV_RTB","30"
"28","Male","Dhading","Galchi Rural Municipality","6","RTB","N","SURVEY_RTB","30"
"18","Male","Dhading","Galchi Rural Municipality","7","RCB","N","GRIEVANCE_PHASE_I","30"
"32","Male","Dhading","Galchi Rural Municipality","7","RCB","N","RS_RV_RCB","30"
"485","Male","Dhading","Galchi Rural Municipality","7","RCB","N","SURVEY_RCB","30"
"8","Male","Dhading","Galchi Rural Municipality","7","RCB","Y","SURVEY_RCB","30"
"1","Male","Dhading","Galchi Rural Municipality","7","RTB","N","MANUAL","30"
"12","Male","Dhading","Galchi Rural Municipality","7","RTB","N","RS_RV_RTB","30"
"19","Male","Dhading","Galchi Rural Municipality","7","RTB","N","SURVEY_RTB","30"
"18","Male","Dhading","Galchi Rural Municipality","8","RCB","N","GRIEVANCE_PHASE_I","30"
"2","Male","Dhading","Galchi Rural Municipality","8","RCB","N","MANUAL","30"
"71","Male","Dhading","Galchi Rural Municipality","8","RCB","N","RS_RV_RCB","30"
"559","Male","Dhading","Galchi Rural Municipality","8","RCB","N","SURVEY_RCB","30"
"10","Male","Dhading","Galchi Rural Municipality","8","RCB","Y","SURVEY_RCB","30"
"2","Male","Dhading","Galchi Rural Municipality","8","RTB","N","GRIEVANCE_RTB_II","30"
"27","Male","Dhading","Galchi Rural Municipality","8","RTB","N","RS_RV_RTB","30"
"22","Male","Dhading","Galchi Rural Municipality","8","RTB","N","SURVEY_RTB","30"
"1","Male","Dhading","Gangajamuna Rural Municipality","1","GRB","N","RS_RV_RCB","30"
"87","Male","Dhading","Gangajamuna Rural Municipality","1","RCB","N","GRIEVANCE_PHASE_I","30"
"2","Male","Dhading","Gangajamuna Rural Municipality","1","RCB","N","GRIEVANCE_RCB_II","30"
"24","Male","Dhading","Gangajamuna Rural Municipality","1","RCB","N","RS_RV_RCB","30"
"665","Male","Dhading","Gangajamuna Rural Municipality","1","RCB","N","SURVEY_RCB","30"
"21","Male","Dhading","Gangajamuna Rural Municipality","1","RCB","Y","SURVEY_RCB","30"
"1","Male","Dhading","Gangajamuna Rural Municipality","1","RTB","N","RS_RV_RTB","30"
"14","Male","Dhading","Gangajamuna Rural Municipality","2","RCB","N","GRIEVANCE_PHASE_I","30"
"48","Male","Dhading","Gangajamuna Rural Municipality","2","RCB","N","RS_RV_RCB","30"
"631","Male","Dhading","Gangajamuna Rural Municipality","2","RCB","N","SURVEY_RCB","30"
"9","Male","Dhading","Gangajamuna Rural Municipality","2","RCB","Y","SURVEY_RCB","30"
"1","Male","Dhading","Gangajamuna Rural Municipality","2","RTB","N","SURVEY_RTB","30"
"13","Male","Dhading","Gangajamuna Rural Municipality","3","RCB","N","GRIEVANCE_PHASE_I","30"
"1","Male","Dhading","Gangajamuna Rural Municipality","3","RCB","N","MANUAL","30"
"19","Male","Dhading","Gangajamuna Rural Municipality","3","RCB","N","RS_RV_RCB","30"
"437","Male","Dhading","Gangajamuna Rural Municipality","3","RCB","N","SURVEY_RCB","30"
"11","Male","Dhading","Gangajamuna Rural Municipality","3","RCB","Y","SURVEY_RCB","30"
"1","Male","Dhading","Gangajamuna Rural Municipality","3","RTB","N","RS_RV_RTB","30"
"15","Male","Dhading","Gangajamuna Rural Municipality","4","RCB","N","GRIEVANCE_PHASE_I","30"
"1","Male","Dhading","Gangajamuna Rural Municipality","4","RCB","N","MANUAL","30"
"12","Male","Dhading","Gangajamuna Rural Municipality","4","RCB","N","RS_RV_RCB","30"
"466","Male","Dhading","Gangajamuna Rural Municipality","4","RCB","N","SURVEY_RCB","30"
"12","Male","Dhading","Gangajamuna Rural Municipality","4","RCB","Y","SURVEY_RCB","30"
"1","Male","Dhading","Gangajamuna Rural Municipality","4","RTB","N","RS_RV_RTB","30"
"12","Male","Dhading","Gangajamuna Rural Municipality","5","RCB","N","GRIEVANCE_PHASE_I","30"
"3","Male","Dhading","Gangajamuna Rural Municipality","5","RCB","N","GRIEVANCE_RCB_II","30"
"22","Male","Dhading","Gangajamuna Rural Municipality","5","RCB","N","RS_RV_RCB","30"
"909","Male","Dhading","Gangajamuna Rural Municipality","5","RCB","N","SURVEY_RCB","30"
"19","Male","Dhading","Gangajamuna Rural Municipality","5","RCB","Y","SURVEY_RCB","30"
"3","Male","Dhading","Gangajamuna Rural Municipality","5","RTB","N","RS_RV_RTB","30"
"16","Male","Dhading","Gangajamuna Rural Municipality","5","RTB","N","SURVEY_RTB","30"
"42","Male","Dhading","Gangajamuna Rural Municipality","6","RCB","N","GRIEVANCE_PHASE_I","30"
"19","Male","Dhading","Gangajamuna Rural Municipality","6","RCB","N","RS_RV_RCB","30"
"760","Male","Dhading","Gangajamuna Rural Municipality","6","RCB","N","SURVEY_RCB","30"
"9","Male","Dhading","Gangajamuna Rural Municipality","6","RCB","Y","SURVEY_RCB","30"
"3","Male","Dhading","Gangajamuna Rural Municipality","6","RTB","N","RS_RV_RTB","30"
"17","Male","Dhading","Gangajamuna Rural Municipality","7","RCB","N","GRIEVANCE_PHASE_I","30"
"2","Male","Dhading","Gangajamuna Rural Municipality","7","RCB","N","GRIEVANCE_RCB_II","30"
"33","Male","Dhading","Gangajamuna Rural Municipality","7","RCB","N","RS_RV_RCB","30"
"765","Male","Dhading","Gangajamuna Rural Municipality","7","RCB","N","SURVEY_RCB","30"
"8","Male","Dhading","Gangajamuna Rural Municipality","7","RCB","Y","SURVEY_RCB","30"
"1","Male","Dhading","Gangajamuna Rural Municipality","7","RTB","N","RS_RV_RTB","30"
"21","Male","Dhading","Gujuri Rural Municipality","1","RCB","N","GRIEVANCE_PHASE_I","30"
"18","Male","Dhading","Gujuri Rural Municipality","1","RCB","N","RS_RV_RCB","30"
"454","Male","Dhading","Gujuri Rural Municipality","1","RCB","N","SURVEY_RCB","30"
"10","Male","Dhading","Gujuri Rural Municipality","1","RCB","Y","SURVEY_RCB","30"
"3","Male","Dhading","Gujuri Rural Municipality","1","RTB","N","GRIEVANCE_RTB_II","30"
"19","Male","Dhading","Gujuri Rural Municipality","1","RTB","N","RS_RV_RTB","30"
"10","Male","Dhading","Gujuri Rural Municipality","1","RTB","N","SURVEY_RTB","30"
"27","Male","Dhading","Gujuri Rural Municipality","2","RCB","N","GRIEVANCE_PHASE_I","30"
"3","Male","Dhading","Gujuri Rural Municipality","2","RCB","N","MANUAL","30"
"44","Male","Dhading","Gujuri Rural Municipality","2","RCB","N","RS_RV_RCB","30"
"574","Male","Dhading","Gujuri Rural Municipality","2","RCB","N","SURVEY_RCB","30"
"19","Male","Dhading","Gujuri Rural Municipality","2","RCB","Y","SURVEY_RCB","30"
"1","Male","Dhading","Gujuri Rural Municipality","2","RTB","N","MANUAL","30"
"22","Male","Dhading","Gujuri Rural Municipality","2","RTB","N","RS_RV_RTB","30"
"5","Male","Dhading","Gujuri Rural Municipality","2","RTB","N","SURVEY_RTB","30"
"11","Male","Dhading","Gujuri Rural Municipality","3","RCB","N","GRIEVANCE_PHASE_I","30"
"1","Male","Dhading","Gujuri Rural Municipality","3","RCB","N","MANUAL","30"
"13","Male","Dhading","Gujuri Rural Municipality","3","RCB","N","RS_RV_RCB","30"
"337","Male","Dhading","Gujuri Rural Municipality","3","RCB","N","SURVEY_RCB","30"
"3","Male","Dhading","Gujuri Rural Municipality","3","RCB","Y","SURVEY_RCB","30"
"4","Male","Dhading","Gujuri Rural Municipality","3","RTB","N","GRIEVANCE_RTB_II","30"
"8","Male","Dhading","Gujuri Rural Municipality","3","RTB","N","RS_RV_RTB","30"
"12","Male","Dhading","Gujuri Rural Municipality","3","RTB","N","SURVEY_RTB","30"
"9","Male","Dhading","Gujuri Rural Municipality","4","RCB","N","GRIEVANCE_PHASE_I","30"
"5","Male","Dhading","Gujuri Rural Municipality","4","RCB","N","GRIEVANCE_RCB_II","30"
"18","Male","Dhading","Gujuri Rural Municipality","4","RCB","N","RS_RV_RCB","30"
"418","Male","Dhading","Gujuri Rural Municipality","4","RCB","N","SURVEY_RCB","30"
"3","Male","Dhading","Gujuri Rural Municipality","4","RCB","Y","SURVEY_RCB","30"
"12","Male","Dhading","Gujuri Rural Municipality","4","RTB","N","GRIEVANCE_RTB_II","30"
"34","Male","Dhading","Gujuri Rural Municipality","4","RTB","N","RS_RV_RTB","30"
"16","Male","Dhading","Gujuri Rural Municipality","4","RTB","N","SURVEY_RTB","30"
"17","Male","Dhading","Gujuri Rural Municipality","5","RCB","N","GRIEVANCE_PHASE_I","30"
"5","Male","Dhading","Gujuri Rural Municipality","5","RCB","N","GRIEVANCE_RCB_II","30"
"19","Male","Dhading","Gujuri Rural Municipality","5","RCB","N","RS_RV_RCB","30"
"506","Male","Dhading","Gujuri Rural Municipality","5","RCB","N","SURVEY_RCB","30"
"10","Male","Dhading","Gujuri Rural Municipality","5","RCB","Y","SURVEY_RCB","30"
"19","Male","Dhading","Gujuri Rural Municipality","5","RTB","N","GRIEVANCE_RTB_II","30"
"93","Male","Dhading","Gujuri Rural Municipality","5","RTB","N","RS_RV_RTB","30"
"16","Male","Dhading","Gujuri Rural Municipality","5","RTB","N","SURVEY_RTB","30"
"8","Male","Dhading","Gujuri Rural Municipality","6","RCB","N","GRIEVANCE_PHASE_I","30"
"1","Male","Dhading","Gujuri Rural Municipality","6","RCB","N","MANUAL","30"
"32","Male","Dhading","Gujuri Rural Municipality","6","RCB","N","RS_RV_RCB","30"
"805","Male","Dhading","Gujuri Rural Municipality","6","RCB","N","SURVEY_RCB","30"
"5","Male","Dhading","Gujuri Rural Municipality","6","RCB","Y","SURVEY_RCB","30"
"3","Male","Dhading","Gujuri Rural Municipality","6","RTB","N","GRIEVANCE_RTB_II","30"
"23","Male","Dhading","Gujuri Rural Municipality","6","RTB","N","RS_RV_RTB","30"
"26","Male","Dhading","Gujuri Rural Municipality","6","RTB","N","SURVEY_RTB","30"
"15","Male","Dhading","Gujuri Rural Municipality","7","RCB","N","GRIEVANCE_PHASE_I","30"
"1","Male","Dhading","Gujuri Rural Municipality","7","RCB","N","MANUAL","30"
"28","Male","Dhading","Gujuri Rural Municipality","7","RCB","N","RS_RV_RCB","30"
"338","Male","Dhading","Gujuri Rural Municipality","7","RCB","N","SURVEY_RCB","30"
"8","Male","Dhading","Gujuri Rural Municipality","7","RCB","Y","SURVEY_RCB","30"
"14","Male","Dhading","Gujuri Rural Municipality","7","RTB","N","GRIEVANCE_RTB_II","30"
"6","Male","Dhading","Gujuri Rural Municipality","7","RTB","N","MANUAL","30"
